MAL_ID,Name,Score,Genres,Type,Episodes,Aired,Premiered,Licensors,Studios,Source,Ranked,Popularity
40497,Mahouka Koukou no Rettousei: Raihousha-hen,7.31,"Action, Sci-Fi, Supernatural, Magic, Romance, School",TV,13,"Oct 4, 2020 to Dec 27, 2020",Fall 2020,Aniplex of America,8bit,Light novel,2310,742
40499,Feed,0.0,"Dementia, Music",Movie,1,2016,0,0,0,Original,13947,16620
40502,Yanoya,0.0,Music,Music,1,"May 15, 2011",0,0,0,Original,12959,16633
40504,Major 2nd (TV) 2nd Season,7.6,"Comedy, Sports, Drama, Shounen",TV,25,"Apr 4, 2020 to Nov 7, 2020",Spring 2020,0,OLM,Manga,1272,4376
40506,Shadowverse (TV),5.09,"Game, Fantasy",TV,0,"Apr 7, 2020 to ?",Spring 2020,0,Zexcs,Card game,10501,4901
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,0.0,"Action, Adventure, Harem, Fantasy",TV,0,0,0,0,0,Light novel,0,1611
40508,Anata no Koe,0.0,"Music, Slice of Life, Kids",Music,1,"Oct 2, 2017",0,0,0,Original,13262,15743
40509,Kimi no Tonari ni Itai Kara,0.0,"Music, Kids, School",Music,1,"Aug 1, 2019",0,0,0,Original,15011,16421
40513,Nami yo Kiitekure,7.37,"Comedy, Drama, Romance, Seinen",TV,12,"Apr 4, 2020 to Jun 20, 2020",Spring 2020,Funimation,Sunrise,Manga,2033,2052
40515,Nihon Chinbotsu 2020,6.43,"Sci-Fi, Drama",ONA,10,"Jul 9, 2020",0,0,Science SARU,Novel,6248,1537
40517,Ano Hi no Kokoro wo Toraete,6.01,"Sci-Fi, Drama",ONA,1,"Oct 23, 2019",0,0,Sunrise,Original,8196,10100
40519,Youma Shoukan e Youkoso,6.6,"Hentai, Demons, Supernatural, Fantasy",OVA,2,"Feb 7, 2020 to Mar 6, 2020",0,0,0,Visual novel,0,6963
40520,Chii-chan Kaihatsu Nikki,6.27,Hentai,OVA,0,"Jan 31, 2020 to ?",0,0,0,Manga,0,7997
40521,Kiss Hug,6.65,Hentai,OVA,2,"Dec 27, 2019 to Feb 28, 2020",0,0,0,Manga,0,6482
40523,"Yamasuki, Yamazaki",0.0,"Dementia, Music",Music,1,"Jan, 2013",0,0,0,Music,12956,16562
40526,"Dragon, Ie wo Kau.",0.0,"Comedy, Fantasy, Shounen",TV,0,"Apr, 2021 to ?",Spring 2021,0,Signal.MD,Manga,0,5758
40527,Smile,0.0,"Kids, Music",Music,1,"Jun 2, 1993",0,0,0,Original,12093,16871
40529,No Guns Life 2nd Season,7.05,"Action, Sci-Fi, Drama, Seinen",TV,12,"Jul 10, 2020 to Sep 25, 2020",Summer 2020,Funimation,Madhouse,Manga,3434,2111
40530,Jaku-Chara Tomozaki-kun,7.01,"Drama, Romance, School",TV,12,"Jan 8, 2021 to ?",Winter 2021,Funimation,Project No.9,Light novel,3614,1227
40531,Akai Yama Aoi Yama Shiroi Yama,0.0,"Kids, Music",Music,1,"Oct 3, 1974",0,0,0,Music,13245,16054
40532,Appare-Ranman!,7.33,"Cars, Comedy, Historical",TV,13,"Apr 10, 2020 to Sep 25, 2020",Spring 2020,Funimation,P.A. Works,Original,2185,1531
40539,Ichigo no Hanayome-san,0.0,"Kids, Music",Music,1,"Jun 2, 1977",0,0,0,Original,14557,17137
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,7.42,"Action, Game, Adventure, Romance, Fantasy",TV,11,"Jul 12, 2020 to Sep 20, 2020",Summer 2020,Aniplex of America,A-1 Pictures,Light novel,1847,437
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.14,"Slice of Life, Comedy, Supernatural, School, Shounen",ONA,6,"Dec 30, 2019",0,0,"J.C.Staff, Egg Firm",Manga,368,1300
40543,King of Prism All Stars: Prism Show☆Best Ten,0.0,"Music, Shoujo",Movie,1,"Jan 10, 2020",0,0,0,Original,15050,17525
40550,Assault Lily: Bouquet,6.46,"Action, Magic, Fantasy",TV,12,"Oct 2, 2020 to Dec 25, 2020",Fall 2020,Funimation,Shaft,Other,6078,2178
40552,Soushunfu,0.0,"Kids, Music",Music,1,"Feb 7, 1979",0,0,0,Music,12219,17289
40553,Watashi no Ningyou,0.0,"Kids, Music",Music,1,"Oct 1, 1986",0,0,0,Original,12832,17286
40554,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",0.0,"Action, Military, Sci-Fi, Space, Drama",Movie,1,0,0,0,0,Original,13153,8371
40555,Heart Chrome feat. Anon & Kanon,0.0,Music,Music,1,"Apr 25, 2014",0,0,0,Original,14305,16501
40556,Electric Love feat. Hatsune Miku,5.84,Music,Music,1,"Sep 26, 2010",0,0,0,Original,8719,13219
40558,Little Scarlet Bad Girl feat. Hatsune Miku,5.93,Music,Music,1,"Jul 22, 2015",0,0,0,Original,8455,14189
40559,TRAPxTRAP feat. Hatsune Miku,5.66,Music,Music,1,"Jan 25, 2013",0,0,0,Original,9279,14009
40560,Baby Maniacs feat. Hatsune Miku,5.63,Music,Music,1,"Dec 21, 2011",0,0,0,Original,9333,13294
40562,Otanjoubi Omedetou,0.0,"Kids, Music",Music,1,"Feb 2, 1988",0,0,0,Original,11415,16844
40564,Blue Star feat. Hatsune Miku,5.83,Music,Music,1,"May 13, 2016",0,0,0,Original,8743,13246
40567,Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru,0.0,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",ONA,9,"Apr 10, 2020 to Nov 20, 2020",0,0,Studio Live,Other,15448,12518
40568,Yin Yang Shi: Ping An Wu Yu 2nd Season,0.0,"Slice of Life, Comedy, Historical, Demons, Supernatural",ONA,12,"Jun 26, 2019 to Oct 26, 2019",0,0,"Blade, Thundray",Game,12996,12424
40569,Raison d'être,7.43,Music,Music,1,"Oct 11, 2019",0,0,Enishiya,Original,1804,9175
40570,The Peak,0.0,"Kids, Fantasy",ONA,1,"Sep 26, 2019",0,0,Marza Animation Planet,Original,12480,16761
40571,Majo no Tabitabi,7.57,"Adventure, Magic, Fantasy",TV,12,"Oct 2, 2020 to Dec 18, 2020",Fall 2020,Funimation,C2C,Light novel,1376,743
40573,Sotsugyou Mae: 10-hi de 100 no Dekigoto,0.0,"Kids, Music",Music,1,"Feb 2, 1989",0,0,0,Original,12211,16967
40576,Watashi to Piano,0.0,"Kids, Music",Music,1,"Apr 5, 1991",0,0,0,Original,12835,17024
40578,Lupin III: Prison of the Past,6.84,"Action, Adventure, Mystery, Comedy, Seinen",Special,1,"Nov 29, 2019",0,0,TMS Entertainment,Manga,4276,8076
40582,Omoide Onigiri,0.0,"Kids, Music",Music,1,"Dec 1, 1992",0,0,0,Original,11343,17045
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",0.0,"Comedy, Fantasy",TV,0,"Apr 10, 2021 to ?",Spring 2021,0,Revoroot,Light novel,0,2854
40587,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,6.97,"Action, Fantasy, Magic, Shoujo",Movie,1,"Oct 31, 2020",0,0,0,Original,3732,9677
40590,Utawarerumono: Futari no Hakuoro,0.0,"Action, Drama, Fantasy",TV,0,0,0,0,0,Visual novel,0,5803
40591,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,8.74,"Comedy, Psychological, Romance, School, Seinen",TV,12,"Apr 11, 2020 to Jun 27, 2020",Spring 2020,Aniplex of America,A-1 Pictures,Manga,33,151
40593,Furusato no Gogatsu,0.0,"Kids, Music",Music,1,"Apr 4, 1995",0,0,0,Original,14002,17248
40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.75,"Adventure, Fantasy",TV,12,"Jan 4, 2021 to ?",Winter 2021,Funimation,LIDENFILMS,Light novel,4663,1291
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.54,"Action, Military, Romance, Fantasy",TV,12,"Oct 7, 2020 to Dec 23, 2020",Fall 2020,Funimation,SILVER LINK.,Light novel,5680,1016
40597,Sol Levante,5.07,"Action, Fantasy",ONA,1,"Apr 2, 2020",0,0,Production I.G,Original,10529,4717
40598,Itekoma Hits,0.0,"Music, Dementia, Psychological",Music,1,"Jun 4, 2019",0,0,0,Original,14648,16178
40599,Natane Shigure,0.0,"Kids, Music",Music,1,"Feb 5, 2003",0,0,0,Original,11092,16904
40600,Obaachan Moshikashite,0.0,"Kids, Music",Music,1,"Apr 1, 2005",0,0,0,Original,11248,16999
40602,7 Seeds 2nd Season,7.17,"Sci-Fi, Adventure, Mystery, Psychological, Drama, Romance, Shoujo",ONA,12,"Mar 26, 2020",0,Netflix,"Gonzo, Studio Kai",Manga,2893,2889
40603,My Boy,0.0,"Kids, Music, Romance",Music,1,"Jun 2, 1986",0,0,0,Original,15720,16783
40608,Muv-Luv Alternative,0.0,"Action, Military, Sci-Fi, Drama, Mecha",TV,0,"Oct, 2021 to ?",Fall 2021,0,0,Visual novel,0,7092
40610,Healin' Good♡Precure,6.88,"Action, Magic, Fantasy, Shoujo",TV,45,"Feb 2, 2020 to Feb 21, 2021",Winter 2020,0,Toei Animation,Original,4091,5931
40612,Pokke,0.0,"Kids, Music",Music,1,"Oct 1, 2015",0,0,0,Original,11558,16998
40613,Altered Carbon: Resleeved,6.56,"Action, Sci-Fi, Drama",ONA,1,"Mar 19, 2020",0,0,Anima,Other,5551,5952
40615,Umibe no Étranger,0.0,"Slice of Life, Romance, Shounen Ai",Movie,1,"Sep 11, 2020",0,0,Studio Hibari,Manga,12716,3412
40616,Megane,0.0,"Kids, Music, Slice of Life",Music,1,"Apr 1, 2016",0,0,0,Original,15496,16852
40619,Suppon Pon Pon,0.0,"Drama, Kids, Music",Music,1,"Apr 1, 2016",0,0,0,Original,12288,17010
40620,Uramichi Oniisan,0.0,"Slice of Life, Comedy",TV,0,"Jul, 2021 to ?",Summer 2021,0,Studio Blanc,Web manga,0,7024
40621,Shimajirou to Sora Tobu Fune,0.0,Kids,Movie,1,"Mar 12, 2021",0,0,0,Original,0,16483
40623,Dokyuu Hentai HxEros,5.74,"Action, Comedy, Supernatural, Ecchi, School, Shounen",TV,12,"Jul 4, 2020 to Sep 26, 2020",Summer 2020,Aniplex of America,Project No.9,Manga,9046,1693
40625,Sayounara Concert,0.0,"Kids, Music",Music,1,"Jun 1, 1989",0,0,0,Original,11830,17061
40626,Shobo Kujira Chibi Cobra,0.0,"Kids, Music",Music,1,"Jun 2, 1987",0,0,0,Original,12020,17059
40628,A Brightening Life,0.0,"Drama, Music",Movie,1,2010,0,0,0,Original,13176,15010
40630,Saga Incident,6.92,Music,Music,1,"Nov 27, 2019",0,0,MAPPA,Original,3923,7347
40632,Peng Ran Xindong,0.0,"Slice of Life, Romance, Shoujo",ONA,0,0,0,0,0,Web manga,0,10106
40633,Seishun,0.0,Drama,Movie,1,2008,0,0,0,Other,11867,17205
40636,Marco to Ginga Ryuu,0.0,"Action, Adventure, Comedy, Fantasy",OVA,1,"Feb 28, 2020",0,0,0,Game,15442,13652
40638,Wan Guo Zhi,0.0,"Action, Adventure, Historical, Romance",ONA,16,"Sep 23, 2019 to Jan 20, 2020",0,0,LX Animation Studio,Original,12777,13007
40639,Tonari no Ie no Anette-san The Animation,6.53,Hentai,OVA,1,"Jan 31, 2020",0,0,0,Manga,0,7724
40641,Lilttle Wonders: Sneeze,0.0,Kids,Special,1,"Jul 12, 2013",0,0,DandeLion Animation Studio,Original,15304,16712
40642,Yakusoku (2011),0.0,"Drama, Supernatural",Movie,1,2011,0,0,0,Original,12938,16483
40644,Miki no Mikoto (TV),0.0,"Fantasy, Music, Slice of Life, Supernatural",ONA,13,0,0,0,0,Other,0,12772
40645,Kaigo to Ikiru,0.0,"Drama, Music",ONA,1,"Sep 30, 2019",0,0,Animation Lab Japan,Original,14789,15584
40646,Yes ka No ka Hanbun ka,7.34,"Drama, Shounen Ai",Movie,1,"Dec 11, 2020",0,0,Lesprit,Light novel,2182,4388
40651,Kandagawa Jet Girls Recap,5.32,"Sports, Ecchi",Special,1,"Nov 5, 2019",0,0,TNK,Original,10082,8645
40652,Onmyou Hyakki Monogatari,0.0,"Historical, Demons, Supernatural",TV,0,0,0,0,0,Game,0,9056
40655,Melon no Kirime,0.0,"Kids, Music, Slice of Life",Music,1,"Aug 1, 1993",0,0,0,Original,15515,17008
40656,Girls & Panzer: Taiyaki War!,7.18,"Military, Comedy, School",Special,1,"Feb 27, 2020",0,0,0,Original,2848,6681
40658,** Kouhai,7.14,"Demons, Fantasy, Harem, Hentai, Magic",OVA,4,"Jan 31, 2020 to Apr 24, 2020",0,0,0,Manga,0,6554
40659,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,6.75,"Slice of Life, Comedy",Special,4,"Dec 4, 2019 to Mar 4, 2020",0,0,Satelight,Original,4662,8254
40660,Start,5.29,Slice of Life,ONA,1,"Nov 2, 2019",0,0,0,Original,10133,13648
40661,Jashin-chan Dropkick': Chitose-hen,7.09,"Comedy, Supernatural",Special,1,"Apr 30, 2020",0,0,Nomad,Web manga,3243,5755
40664,Shoujo☆Kageki Revue Starlight Movie,0.0,"Music, School",Movie,1,"May 21, 2021",0,0,Kinema Citrus,Original,0,7912
40665,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,0.0,"Music, School",Movie,1,"Aug 7, 2020",0,0,Kinema Citrus,Original,12054,8237
40667,Jigoku Shoujo Recap,6.22,Supernatural,Special,1,"Jan 11, 2006",0,0,Studio Deen,Original,7247,8832
40670,Usagi no Mofy (TV),0.0,Kids,TV,26,"Dec 6, 2012 to Mar 28, 2013",Winter 2013,0,0,Picture book,12725,17169
40671,Usagi no Mofy (TV 2014),0.0,Kids,TV,26,"Sep 29, 2014 to Mar 23, 2015",Fall 2014,0,0,Picture book,12739,17238
40672,Usagi no Mofy (TV 2016),0.0,Kids,TV,26,"Jan 18, 2016 to Mar 20, 2017",Winter 2016,0,0,Picture book,12728,17285
40673,Tokyo Mikansei,0.0,"Dementia, Music",Movie,1,2013,0,0,0,Original,12556,17439
40674,Nantoka Tengoku,0.0,Dementia,Movie,1,2016,0,0,0,Original,11081,17364
40677,Argonavis from BanG Dream!,6.76,Music,TV,13,"Apr 11, 2020 to Jul 4, 2020",Spring 2020,0,SANZIGEN,Original,4609,5453
40679,2.43: Seiin Koukou Danshi Volley-bu,6.41,"Slice of Life, Sports, Drama, School",TV,12,"Jan 8, 2021 to ?",Winter 2021,Funimation,David Production,Novel,6365,1951
40682,Kingdom 3rd Season,8.4,"Action, Historical, Military, Seinen",TV,0,"Apr 6, 2020 to ?",Spring 2020,Funimation,Studio Signpost,Manga,157,2579
40683,Carry Me Off feat. Hatsune Miku,5.83,Music,Music,1,"Aug 21, 2014",0,0,0,Original,8750,13466
40684,Twinkle World feat. Hatsune Miku,5.87,Music,Music,1,"Aug 11, 2014",0,0,0,Original,8641,14241
40685,Super Cub,0.0,"Slice of Life, School",TV,0,"Apr, 2021 to ?",Spring 2021,0,Studio Kai,Light novel,0,6841
40686,Desktop Cinderella feat. Hatsune Miku,5.72,Music,Music,1,"Aug 30, 2015",0,0,0,Original,9100,13525
40687,Cleaning Switch,5.23,Music,Music,1,"Aug, 2008",0,0,0,Original,10254,14795
40689,Obentou Bako no Uta: Anata e no Otegami,0.0,"Kids, Music",Music,1,"Apr 2, 2017",0,0,0,Original,11270,16988
40690,Crazy Roulette,6.39,Music,Music,1,"Aug 11, 2019",0,0,0,Game,6445,13984
40691,Kiss of Life,6.38,Music,Music,1,"Nov 9, 2019",0,0,0,Game,6528,11568
40693,The iDOLM@STER Cinderella Girls: Spin-off!,6.3,Music,ONA,1,"Nov 10, 2019",0,0,Orange,Game,6903,9928
40694,Dosukoi!! Tarou,0.0,"Kids, Music, Sports",Music,1,"Jun 1, 1993",0,0,0,Original,13856,16847
40695,Zou da Zou,0.0,"Kids, Music",Music,1,"Feb 1, 2004",0,0,0,Original,13162,17053
40699,Ai no Tabidachi,0.0,"Kids, Music",Music,1,"Dec 2, 1989",0,0,0,Original,13226,16232
40700,Shikijou Kyoudan,6.74,Hentai,OVA,2,"Mar 6, 2020 to Apr 3, 2020",0,0,0,Visual novel,0,7464
40701,Monochro∞Blue Sky,0.0,Music,Music,1,"Sep 17, 2010",0,0,0,Original,15650,15920
40702,Life Size,0.0,Music,Music,1,"Jan 3, 2011",0,0,0,Music,15285,16800
40703,Melody Line,0.0,Music,Music,1,"Jan 16, 2011",0,0,0,Original,15513,15961
40707,Shiohi Girls: Vongole Bianco,0.0,Romance,ONA,48,"Nov 13, 2019 to Apr 24, 2020",0,0,0,Other,11986,14782
40708,Monster Musume no Oishasan,6.51,"Comedy, Romance, Ecchi, Fantasy",TV,12,"Jul 12, 2020 to Sep 27, 2020",Summer 2020,0,Arvo Animation,Light novel,5871,1260
40709,Iiwake Love Song,0.0,Music,Music,1,"Apr 10, 2011",0,0,0,Original,14573,16265
40710,Distorted Princess,0.0,Music,Music,1,"Jul 29, 2011",0,0,0,Original,13788,16147
40711,Gantz x Senran Kagura New Link,5.36,Music,ONA,1,"Nov 13, 2019",0,0,0,Original,10006,7253
40712,Azur Lane Recap,5.71,"Action, Military, Sci-Fi",Special,1,"Nov 14, 2019",0,0,0,Game,9132,7655
40713,Memories (Music),0.0,Music,Music,1,"Aug 2, 2011",0,0,0,Original,15509,15800
40714,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,6.28,"Comedy, Demons, Kids, Supernatural, School",TV,0,"Dec 27, 2019 to ?",Winter 2020,0,OLM,Game,7006,10776
40715,To Dimension,0.0,Music,Music,1,"Jun 16, 2012",0,0,0,Original,12521,16261
40716,Kakushigoto (TV),8.02,"Slice of Life, Comedy, Shounen",TV,12,"Apr 2, 2020 to Jun 18, 2020",Spring 2020,Funimation,Ajia-Do,Manga,514,747
40717,Kaiju Decode,0.0,0,0,0,0,0,0,0,Original,0,11969
40721,Templex,0.0,Dementia,Movie,1,2015,0,0,0,Original,12423,16130
40722,Deemo the Movie,0.0,"Music, Drama, Fantasy",Movie,1,0,0,0,"Production I.G, Signal.MD",Game,0,8347
40727,Out of My Mind,0.0,Dementia,Movie,1,2016,0,0,0,Original,11424,16626
40728,Bijutsu Kyouiku,0.0,"Comedy, Drama, Romance",Movie,1,"Jan 14, 2013",0,0,0,Original,13444,16857
40729,Nomad: Megalo Box 2,0.0,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,0,"Apr, 2021 to ?",Spring 2021,0,TMS Entertainment,Original,0,2448
40730,Tian Guan Ci Fu,8.33,"Action, Adventure, Historical, Supernatural, Drama",ONA,11,"Oct 31, 2020 to Jan 2, 2021",0,0,Haoliners Animation League,Novel,200,2717
40732,Shao Nian Ge Xing 2,0.0,"Action, Adventure, Mystery, Historical, Martial Arts",ONA,0,0,0,0,CG Year,Novel,0,12936
40733,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,7.27,"Action, Supernatural",ONA,5,"Dec 28, 2019 to Jan 18, 2020",0,bilibili,L²Studio,Manga,2483,8767
40734,Yao Shen Ji Zhi Hei Yu Pian,7.46,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",ONA,52,"Apr 8, 2020 to Sep 27, 2020",0,0,Ruo Hong Culture,Novel,1703,7485
40735,Tian Bao Fuyao Lu,7.24,"Action, Historical, Fantasy",ONA,13,"Jul 5, 2020 to Sep 20, 2020",0,0,Sparkly Key Animation Studio,Novel,2595,8568
40737,Tumbled Cat,0.0,"Dementia, Music",Movie,1,2014,0,0,0,Original,12648,16763
40738,Natsunagu!,5.84,"Drama, Slice of Life",TV,12,"Jan 7, 2020 to Mar 24, 2020",Winter 2020,0,IMAGICA Lab.,Original,8713,3684
40741,Jikan wo Sutete,0.0,Music,Music,1,"Sep 24, 2019",0,0,Onionskin,Original,14685,17065
40742,Hakken,0.0,Music,Music,1,"Jul 25, 2018",0,0,Onionskin,Original,14219,16926
40745,Sushi,0.0,"Dementia, Music",Movie,1,2011,0,0,0,Original,12281,16632
40746,Overflow,6.76,"Ecchi, Romance",TV,8,"Jan 6, 2020 to Feb 24, 2020",Winter 2020,0,Studio Hokiboshi,Manga,4640,2034
40747,Dounika Naru Hibi,5.5,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai",Movie,1,"Oct 23, 2020",0,0,LIDENFILMS,Manga,9689,4859
40748,Jujutsu Kaisen (TV),8.54,"Action, Demons, Supernatural, School, Shounen",TV,24,"Oct 3, 2020 to ?",Fall 2020,0,MAPPA,Manga,88,130
40749,"Maou-sama, ""Petit"" Retry!",5.76,Comedy,ONA,23,"Jun 17, 2019 to Sep 28, 2019",0,0,AQUA ARIS,Light novel,8976,7802
40750,Kaifuku Jutsushi no Yarinaoshi,6.22,"Ecchi, Fantasy",TV,12,"Jan 13, 2021 to Apr 1, 2021",Winter 2021,Sentai Filmworks,TNK,Light novel,7256,665
40752,Bishounen Tanteidan,0.0,"Mystery, School",TV,0,"Apr 11, 2021 to ?",Spring 2021,0,Shaft,Novel,0,6538
40753,Cinderella Girls Gekijou: Climax Season Specials,0.0,"Comedy, Slice of Life",Special,3,"Jun 26, 2019 to Aug 23, 2019",0,0,0,4-koma manga,13671,12148
40755,Machikado Mazoku Mini,5.85,Comedy,ONA,36,"Jun 24, 2019 to Sep 30, 2019",0,Sentai Filmworks,AQUA ARIS,4-koma manga,8707,8374
40758,Hulaing Babies Petit,0.0,"Slice of Life, Comedy",TV,12,"Jan 8, 2020 to Mar 25, 2020",Winter 2020,0,Gaina,Original,14515,11285
40761,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.59,"Action, Supernatural, Magic, Fantasy",Special,3,"Dec 21, 2019 to Feb 1, 2020",0,0,CloverWorks,Game,5439,6249
40762,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,6.06,"Action, Police, Vampire, Fantasy",OVA,1,"Jan 24, 2020",0,0,0,Original,7989,7619
40763,Show By Rock!! Mashumairesh!!,6.91,"Music, Comedy",TV,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,Funimation,Kinema Citrus,Game,3973,4971
40765,Underdog,0.0,"Adventure, Drama",Movie,1,"Jul 12, 2018",0,0,0,Original,12719,16838
40768,Gaina Tamager,0.0,"Sci-Fi, Kids",ONA,0,"Dec 25, 2019 to ?",0,0,Yonago Gainax,Original,14056,16656
40769,Rifle Is Beautiful Recap,5.55,"Comedy, School, Slice of Life",Special,1,"Dec 1, 2019",0,Sentai Filmworks,Studio 3Hz,4-koma manga,9555,9261
40776,Haikyuu!!: To the Top 2nd Season,8.57,"Comedy, Sports, Drama, School, Shounen",TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,0,Production I.G,Manga,79,375
40778,Planetarian: Snow Globe,0.0,"Sci-Fi, Drama",OVA,1,"Jan 20, 2021",0,0,Okuruto Noboru,Visual novel,11571,5830
40779,Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,0.0,"Comedy, Historical",OVA,1,1993,0,0,AIC,Original,12430,11594
40780,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,5.58,"Action, Fantasy, Police, Vampire",Special,1,"Dec 1, 2019",0,0,Anima&Co.,Original,9468,9142
40783,"Shachou, Battle no Jikan Desu!",5.87,"Action, Adventure, Fantasy",TV,12,"Apr 5, 2020 to Jun 28, 2020",Spring 2020,Funimation,C2C,Game,8609,3222
40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,8.23,"Action, Mystery, Comedy, Super Power, Drama, Martial Arts",ONA,10,"Oct 23, 2019 to Jan 1, 2020",0,0,0,Original,285,4581
40785,Koala no Goodbye Song,0.0,"Music, Kids",Music,2,"Aug 27, 2016 to Sep 23, 2019",0,0,0,Original,15079,16831
40786,Skate-Leading☆Stars,6.4,"Comedy, Sports, Drama, School",TV,12,"Jan 10, 2021 to Mar 14, 2021",Winter 2021,Funimation,J.C.Staff,Original,6425,3561
40787,Josee to Tora to Sakana-tachi,7.44,"Slice of Life, Drama, Romance",Movie,1,"Dec 25, 2020",0,0,Bones,Novel,1769,2156
40793,Bokutachi no Kidzuki-hen,0.0,Romance,ONA,1,"Sep 11, 2019",0,0,0,Original,13487,15038
40794,Tsuyoku,0.0,"Drama, Music",Music,1,"Dec 2, 2016",0,0,0,Original,12614,17123
40799,"Attakai tte, Gohoubi da.",5.84,Slice of Life,Special,1,"Dec 4, 2019",0,0,0,Original,8694,13216
40800,Bedtime Candy 2-gou,0.0,Music,Music,1,"Dec 4, 2019",0,0,Asura Film,Original,13428,16883
40801,Aisei Tenshi Love Mary: Akusei Jutai - The Animation,5.67,Hentai,OVA,2,"Feb 28, 2020 to Jun 26, 2020",0,0,0,Manga,0,8341
40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.75,"Action, Sci-Fi, Music",TV,13,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,Aniplex of America,A-1 Pictures,Other,4690,2803
40806,Huyao Xiao Hongniang: Wei Sheng,6.87,"Comedy, Historical, Supernatural, Drama, Romance",ONA,10,"Nov 22, 2019 to Jan 17, 2020",0,0,"Haoliners Animation League, Garden Culture",Manga,4165,9187
40807,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,6.54,"Comedy, Romance, School",Special,1,"Dec 5, 2019",0,0,Connect,Light novel,5690,3672
40808,Jewelpet: Attack Travel!,0.0,Adventure,Movie,1,0,0,0,Ashi Production,Original,0,14332
40811,Kuroi Neko,0.0,"Dementia, Music",Movie,1,2015,0,0,0,Original,15219,16694
40812,Furidashi,0.0,"Dementia, Music",Movie,1,2016,0,0,0,Original,14000,16709
40813,Kukuriraige: Sanseitai Denki,0.0,Fantasy,Movie,1,0,0,0,Zero-G,Original,0,16283
40814,Seitokai Yakuindomo Movie 2,0.0,"Comedy, School, Shounen, Slice of Life",Movie,1,"Jan 1, 2021",0,0,GoHands,4-koma manga,11869,4081
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.16,"Slice of Life, Fantasy",TV,12,"Apr 5, 2020 to Jun 21, 2020",Spring 2020,Crunchyroll,Ajia-Do,Light novel,350,1402
40816,Zenbu Wakatteru,0.0,Dementia,Movie,1,2014,0,0,0,Original,13095,16507
40817,I'm Here,0.0,"Dementia, Music",Movie,1,2015,0,0,0,Original,14561,16773
40819,Kyonyuu Princess Saimin,6.8,Hentai,OVA,2,"Apr 3, 2020 to May 29, 2020",0,0,0,Visual novel,0,7159
40823,Ni Zhuan Ci Yuan: AI Jue Qi,6.46,"Action, Game, Sci-Fi, Adventure, Martial Arts, Fantasy",ONA,12,"Nov 5, 2019 to Jan 14, 2020",0,0,0,Manga,6077,12683
40827,"Maware Migi, Nigerunda",0.0,"Dementia, Music",Music,1,"Nov 30, 2013",0,0,0,Original,15467,17077
40828,Onnanoko ni Naritai,6.84,Music,Music,1,"Oct 18, 2019",0,0,0,Original,4274,15330
40830,"Bokura no Te ni wa Nanimo Nai kedo,",0.0,"Drama, Music",Music,1,"May 21, 2015",0,0,0,Original,13464,16824
40831,Sekai wo Musubou,0.0,"Kids, Music",Music,1,"Apr 1, 1992",0,0,0,Original,11861,17233
40832,Mukashi Keibanashi,0.0,"Comedy, Parody, Sports, Fantasy",TV,4,"Nov 30, 2019 to Dec 21, 2019",Fall 2019,0,DLE,Original,15703,16145
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,6.96,"Slice of Life, Comedy",TV,24,"Oct 3, 2020 to ?",Fall 2020,0,Team TillDawn,Manga,3778,5238
